0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.070000000000000000e+02,2.780000000000000000e+02,1.300000000000000000e+01,2.600000000000000000e+01
6.850000000000000000e+02,2.710000000000000000e+02,3.500000000000000000e+01,4.100000000000000000e+01
6.850000000000000000e+02,2.710000000000000000e+02,3.500000000000000000e+01,4.100000000000000000e+01
6.560000000000000000e+02,2.740000000000000000e+02,6.400000000000000000e+01,3.700000000000000000e+01
6.390000000000000000e+02,2.720000000000000000e+02,7.900000000000000000e+01,4.500000000000000000e+01
6.390000000000000000e+02,2.720000000000000000e+02,7.900000000000000000e+01,4.500000000000000000e+01
6.060000000000000000e+02,2.780000000000000000e+02,9.100000000000000000e+01,3.800000000000000000e+01
5.980000000000000000e+02,2.720000000000000000e+02,7.800000000000000000e+01,4.500000000000000000e+01
5.970000000000000000e+02,2.680000000000000000e+02,7.600000000000000000e+01,5.000000000000000000e+01
5.720000000000000000e+02,2.700000000000000000e+02,8.300000000000000000e+01,4.700000000000000000e+01
5.530000000000000000e+02,2.710000000000000000e+02,8.200000000000000000e+01,4.600000000000000000e+01
5.530000000000000000e+02,2.710000000000000000e+02,8.200000000000000000e+01,4.600000000000000000e+01
5.310000000000000000e+02,2.710000000000000000e+02,8.300000000000000000e+01,4.500000000000000000e+01
5.100000000000000000e+02,2.770000000000000000e+02,8.100000000000000000e+01,3.900000000000000000e+01
5.120000000000000000e+02,2.700000000000000000e+02,8.000000000000000000e+01,4.500000000000000000e+01
4.940000000000000000e+02,2.700000000000000000e+02,7.800000000000000000e+01,4.500000000000000000e+01
4.750000000000000000e+02,2.680000000000000000e+02,7.500000000000000000e+01,5.300000000000000000e+01
4.770000000000000000e+02,2.720000000000000000e+02,7.400000000000000000e+01,4.500000000000000000e+01
4.540000000000000000e+02,2.670000000000000000e+02,8.300000000000000000e+01,5.600000000000000000e+01
4.370000000000000000e+02,2.710000000000000000e+02,7.300000000000000000e+01,4.900000000000000000e+01
4.370000000000000000e+02,2.710000000000000000e+02,7.300000000000000000e+01,4.900000000000000000e+01
4.050000000000000000e+02,2.740000000000000000e+02,8.300000000000000000e+01,4.500000000000000000e+01
3.940000000000000000e+02,2.750000000000000000e+02,7.000000000000000000e+01,4.400000000000000000e+01
3.930000000000000000e+02,2.750000000000000000e+02,7.100000000000000000e+01,4.400000000000000000e+01
3.690000000000000000e+02,2.750000000000000000e+02,8.500000000000000000e+01,4.500000000000000000e+01
3.470000000000000000e+02,2.770000000000000000e+02,7.600000000000000000e+01,4.400000000000000000e+01
3.470000000000000000e+02,2.770000000000000000e+02,7.600000000000000000e+01,4.400000000000000000e+01
3.260000000000000000e+02,2.760000000000000000e+02,9.200000000000000000e+01,4.600000000000000000e+01
3.100000000000000000e+02,2.790000000000000000e+02,7.500000000000000000e+01,4.400000000000000000e+01
3.100000000000000000e+02,2.800000000000000000e+02,7.600000000000000000e+01,4.300000000000000000e+01
2.860000000000000000e+02,2.770000000000000000e+02,7.500000000000000000e+01,4.600000000000000000e+01
2.640000000000000000e+02,2.750000000000000000e+02,7.900000000000000000e+01,4.700000000000000000e+01
2.640000000000000000e+02,2.750000000000000000e+02,7.900000000000000000e+01,4.700000000000000000e+01
2.370000000000000000e+02,2.750000000000000000e+02,8.200000000000000000e+01,4.800000000000000000e+01
2.230000000000000000e+02,2.780000000000000000e+02,7.600000000000000000e+01,4.400000000000000000e+01
2.240000000000000000e+02,2.770000000000000000e+02,7.500000000000000000e+01,4.500000000000000000e+01
2.030000000000000000e+02,2.760000000000000000e+02,8.500000000000000000e+01,4.700000000000000000e+01
1.740000000000000000e+02,2.730000000000000000e+02,8.700000000000000000e+01,5.500000000000000000e+01
1.800000000000000000e+02,2.730000000000000000e+02,8.200000000000000000e+01,5.500000000000000000e+01
1.600000000000000000e+02,2.810000000000000000e+02,7.700000000000000000e+01,4.500000000000000000e+01
1.300000000000000000e+02,2.810000000000000000e+02,8.600000000000000000e+01,4.700000000000000000e+01
1.300000000000000000e+02,2.810000000000000000e+02,8.600000000000000000e+01,4.700000000000000000e+01
1.130000000000000000e+02,2.830000000000000000e+02,7.700000000000000000e+01,4.500000000000000000e+01
9.000000000000000000e+01,2.850000000000000000e+02,8.400000000000000000e+01,3.900000000000000000e+01
9.800000000000000000e+01,2.860000000000000000e+02,7.300000000000000000e+01,3.600000000000000000e+01
7.600000000000000000e+01,2.830000000000000000e+02,7.200000000000000000e+01,4.600000000000000000e+01
5.200000000000000000e+01,2.840000000000000000e+02,8.000000000000000000e+01,4.400000000000000000e+01
5.000000000000000000e+01,2.840000000000000000e+02,8.200000000000000000e+01,4.400000000000000000e+01
3.500000000000000000e+01,2.830000000000000000e+02,7.100000000000000000e+01,4.800000000000000000e+01
1.000000000000000000e+01,2.860000000000000000e+02,8.400000000000000000e+01,4.300000000000000000e+01
1.100000000000000000e+01,2.860000000000000000e+02,8.300000000000000000e+01,4.300000000000000000e+01
0.000000000000000000e+00,2.840000000000000000e+02,7.400000000000000000e+01,4.700000000000000000e+01
0.000000000000000000e+00,2.840000000000000000e+02,4.300000000000000000e+01,4.500000000000000000e+01
0.000000000000000000e+00,2.840000000000000000e+02,4.200000000000000000e+01,4.500000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
